JGI Portal Name	Strain	T3PKS hits	NCBI taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Reference (Pubmed IDs)
Cocca1	Cochliobolus carbonum 26-R-13 v1.0	1	930089	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris zeicola	23357949
CocheC4_1	Cochliobolus heterostrophus C4 v1.0	1	5016	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	23236275;23357940
CocheC4_3	Cochliobolus heterostrophus C4 v3.0	1	665024	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	36883814
CocheC5_1	Cochliobolus heterostrophus C5	1	701091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	36883814
CocheC5_3	Cochliobolus heterostrophus C5 v2.0	0	701091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	23236275;23357940
CocheC5_4m	Cochliobolus heterostrophus C5 v3.0	1	701091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	NA
Cocim1	Coccidioides immitis RS	1	246410	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides immitis	19717792
Coclu2	Cochliobolus lunatus m118 v2.0	1	977863	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata	23357949
Cocmi1	Cochliobolus miyabeanus ATCC 44560 v1.0	1	930090	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris oryzae	23357949
Cocpo1_1	Coccidioides posadasii C735 delta SOWgp	1	222929	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii	19717792
Cocpos1	Coccidioides posadasii Silveira	1	199306	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii	20516208
Cocsa1	Cochliobolus sativus ND90Pr v1.0	1	665912	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana	23236275;23357940
Cocst1	Coccomyces strobi CBS 202.91 v1.0	2	380015	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	Coccomyces strobi	NA
Cocvi1	Cochliobolus victoriae FI3 v1.0	1	930091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris victoriae	23357949
CodFL1790_1	Chaetosphaeriaceae sp. FL1790 v1.0	1	2185273	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Codinaeopsis	Codinaeopsis sp. FL1790	NA
Coemoj1	Coemansia mojavensis RSA 71 v1.0	0	4864	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	Coemansia mojavensis	NA
Coere1	Coemansia reversa NRRL 1564 v1.0	0	61392	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	Coemansia reversa	25977457
Coespi1	Coemansia spiralis RSA 1278 v1.0	0	417178	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	Coemansia spiralis	NA
Cokrec1	Cokeromyces recurvatus NRRL 2243 v1.0	0	90255	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Cokeromyces	Cokeromyces recurvatus	NA
Colab1	Colletotrichum abscissum IMI 504890	1	1671311	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum abscissum	NA
Colac2	Colletotrichum acutatum CBS 112980 v2.0	1	27357	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum acutatum	NA
Colca1	Colletotrichum caudatum CBS131602 v1.0	1	5460	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum caudatum	NA
Colce1	Colletotrichum cereale CBS 129662 v1.0	2	343994	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum cereale	NA
Colch1	Colletotrichum chlorophyti NTL11	2	708187	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum chlorophyti	28280027
Colco1	Colletotrichum costaricense IMI 309622	1	1209916	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum costaricense	NA
Colcu1	Colletotrichum cuscutae IMI 304802	1	1209917	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum cuscutae	NA
Coler1	Colletotrichum eremochloae CBS129661 v1.0	1	1173702	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum eremochloae	NA
Colfa1	Colletotrichum falcatum MAFF306170 v1.0	1	129314	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum falcatum	NA
Colfi1	Colletotrichum fioriniae PJ7	1	1445577	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fioriniae	24723700
Colgl1	Colletotrichum gloeosporioides Cg-14	2	1237896	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	23902260
Colgo1	Colletotrichum godetiae CBS 193.32 v1.0	1	1209918	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum godetiae	NA
Colgr1	Colletotrichum graminicola M1.001	1	645133	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola	22885923
Colhig2	Colletotrichum higginsianum IMI 349063	1	759273	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	27540062;22885920
Colin1	Colletotrichum incanum MAFF 238712	1	1573173	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum incanum	27189990
Collu1	Colletotrichum lupini CBS 109225 v1.0	1	145971	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lupini	NA
Collup1	Colletotrichum lupini IMI 504893	1	145971	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lupini	NA
Colme1	Colletotrichum melonis CBS 134730	1	1209925	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum melonis	NA
Colna1	Colletotrichum navitas CBS125086 v1.0	1	681940	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum navitas	NA
Colny1	Colletotrichum nymphaeae SA-01	1	1460502	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum nymphaeae	27496087
Color1	Colletotrichum orchidophilum IMI 309357	1	1209926	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum	29649963
ColoR110_1	Coniochaeta ligniaria R110-5 v1.0	2	177197	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria	NA
ColoR113_1	Leotiomycetes sp. R113_184 v1.0	1	1709938	Eukaryota	Ascomycota	Leotiomycetes	NA	NA	NA	Leotiomycetes sp.	36008619
Colorb1	Colletotrichum orbiculare 104-T	1	5465	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orbiculare	23252678
Colpa1	Colletotrichum paranaense IMI 384185	1	1914294	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum paranaense	NA
Colph1	Colletotrichum phormii CBS102054 v1.0	1	359342	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum phormii	NA
Colsa1	Colletotrichum salicis CBS607.94	1	1209931	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum salicis	27496087
Colsi1	Colletotrichum simmondsii CBS122122	1	703756	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum simmondsii	27496087
Colso1	Colletotrichum somersetensis CBS 131599 v1.0	1	1500509	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum somersetense	NA
Colsp1	Colletotrichum sp. CBS 101611	1	34409	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sp.	NA
Colsu1	Colletotrichum sublineola CBS 131301 v1.0	1	1173701	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola	NA
Colsub1	Colletotrichum sublineola TX430BB	1	1173701	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola	24926053
Colta1	Colletotrichum tamarilloi CBS 129955	1	1209934	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tamarilloi	NA
Colto1	Colletotrichum tofieldiae 0861	4	708197	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tofieldiae	27150427
Coltof1	Colletotrichum tofieldiae CBS 168.49	4	708197	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tofieldiae	NA
Colzo1	Colletotrichum zoysiae MAFF235873 v1.0	1	1216348	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum zoysiae	NA
Conap1	Coniosporium apollinis CBS 100218	0	1168221	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Coniosporium	Coniosporium apollinis	28348446
Conapa1	Conocybe apala SZMC-NL-8967 v1.0	0	229365	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe apala	NA
Conco1	Conidiobolus coronatus NRRL28638 v1.0	0	34488	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus coronatus	25977457
Conioc1	Coniochaeta sp. 2T2.1 v1.0	2	1571157	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. 2T2.1	31572496
Conli1	Coniochaeta ligniaria CBS 111746	2	177197	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria	NA
Conlig1	Coniochaeta ligniaria NRRL 30616 v1.0	2	177197	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria	28126934
Conol1	Coniophora olivacea MUCL 20566 v1.0	0	85977	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora olivacea	29145801
ConPMI546	Coniochaeta sp. PMI_546 v1.0	1	1450552	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. PMI_546	NA
Conpu1	Coniophora puteana v1.0	0	741705	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana	22745431
Cont1119283	Clitocybe sp. CONT 1119283 v1.0	0	1940298	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum montanum	NA
Conth1	Conidiobolus thromboides FSU 785 v1.0	0	1314799	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Neoconidiobolus	Neoconidiobolus thromboides	NA
Copang1	Coprinellus angulatus CBS 144469 v1.0	0	980116	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	Tulosesus angulatus	33034064
Copci_AmutBmut1	Coprinopsis cinerea AmutBmut pab1-1 v1.0	0	1132390	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea	26510163
Copci1	Coprinopsis cinerea	0	5346	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea	20547848
Copmar1	Coprinopsis marcescibilis CBS121175 v1.0	0	230819	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis marcescibilis	30886374
Copmic2	Coprinellus micaceus FP101781 v2.0	0	71717	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus	30886374
Coppel1	Coprinellus pellucidus v1.0	0	575509	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus pellucidus	NA
Copph3	Coprinopsis sp. MPI-PUGE-AT-0042 v1.0	0	2107740	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	Coprinus sp.	34893598
Copscl1	Coprinopsis sclerotiger v1.0	0	71723	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis sclerotiger	NA
Coraus1	Cortinarius austrovenetus TL2843-KIS7R v1.0	0	742016	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius austrovenetus	NA
Corbr1	Beauveria brongniartii RCEF 3172	0	1081107	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria brongniartii	27071652
Corca1	Corynespora cassiicola CCP v1.0	1	59586	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora cassiicola	29551995
Corcam1	Cortinarius aff. campbellae TAS5-PSC4363 v1.0	0	2511838	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius aff. campbellae	NA
Corco1	Lecanicillium lecanii RCEF 1005	0	1081108	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii	27071652
Corfu1	Isaria fumosorosea ARSEF 2679	0	1081104	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	27071652
Corgl3	Cortinarius glaucopus AT 2004 276 v2.0	0	171480	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius glaucopus	33046698
CorKIS3_1	Cortinarius sp. KIS3-TL2766 v1.0	0	34451	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA	NA
Corma2	Corollospora maritima CBS 119819 v2.0	2	45810	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Corollospora	Corollospora maritima	NA
Cormi1	Cordyceps militaris CM01	0	983644	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps militaris	22112802
Cornip1	Boliniaceae sp. AZ0804 v1.0	1	1907230	Eukaryota	Ascomycota	Sordariomycetes	Boliniales	Boliniaceae	NA	Boliniaceae sp. AZ0804	NA
CorRAO_2017_1	Cordyceps sp. RAO 2017	2	2004951	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps sp. RAO-2017	28970504
Corsim1	Myceliophthora similis CBS 632.67 v1.0	2	1403191	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus similis	NA
Crafun1	Crassisporium funariophilum CBS 144457 v1.0	0	1954473	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Crassisporiaceae	Crassisporium	Crassisporium funariophilum	33034064
Creces1	Crepidotus cesatii CBS 511.95 v1.0	0	110238	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus cesatii	NA
Crevar1	Crepidotus variabilis CBS 506.95 v1.0	0	179855	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus variabilis	33211093
Crison1	Cristinia sonorae KKN 215 v1.0	0	1940300	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Cristinia	Cristinia sonorae	NA
Croqu1	Cronartium quercuum f. sp. fusiforme G11 v1.0	0	708437	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium quercuum	25018762
Crudry1	Crustoderma dryinum OMC1663 v1.0	0	1333630	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Crustoderma	Crustoderma dryinum	NA
Crula1	Crucibulum laeve CBS 166.37 v1.0	0	68775	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Crucibulum	Crucibulum laeve	30886374
Cryam1	Cryptococcus amylolentus CBS 6039	0	1295533	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus amylolentus	28800596
Cryan3	Cryomyces antarcticus CBS 116301 v3.0	0	329879	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Cryomyces	Cryomyces antarcticus	NA
Crycu1	Cryptococcus curvatus ATCC 20509 v1.0	0	57679	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon curvatum	27811111
Crymi1	Cryomyces minteri CCFEE 5187	0	331657	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Cryomyces	Cryomyces minteri	32389308;25381150
Cryne_H99_1	Cryptococcus neoformans var. grubii H99	0	235443	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans	24743168
Cryne_JEC21_1	Cryptococcus neoformans var neoformans JEC21	0	214684	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans	15653466
Crypa2	Cryphonectria parasitica EP155 v2.0	2	660469	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria parasitica	32207662
Crypo1	Cryptodiaporthe populea CFL2025 v1.0	2	940279	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Cryptodiaporthe	Cryptodiaporthe populea	NA
Crypto1	Cryptodiaporthe sp. AZ0812 v1.0	2	1907526	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Cryptodiaporthe	Cryptodiaporthe sp. AZ0812	NA
Cryte1	Cryptococcus terricola JCM 24523 v1.0	2	104414	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola	27811113
Cryter1	Cryptococcus terreus 61-443 v1.0	1	40409	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea	NA
Cryvi1	Naganishia vishniacii ANT03-052 v1.0	1	89929	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii	33232451
Crywi1	Filobasidium wieringae UCDFST 05-544 v1.0	1	104416	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium wieringae	NA
CtCBS203_1	Camillea tinctor CBS 203.56 v1.0	1	110548	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Camillea	Camillea tinctor	34797921
Cucbe1	Cucurbitaria berberidis CBS 394.84 v1.0	0	45142	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	Cucurbitaria berberidis	32206138
Cunech1	Cunninghamella echinulata NRRL 1382 v1.0	0	76405	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella echinulata	NA
Currey1	Teichospora sp. FL1471 v1.0	0	1907231	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora sp. FL1471	NA
Cyastr2	Cyathus striatus AH 40144 v1.0	0	68777	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus striatus	33211093
Cybfa1	Cyberlindnera fabianii 65	0	36022	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera fabianii	28385833
Cybja1	Cyberlindnera jadinii NRRL Y-1542 v1.0	0	4903	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii	27535936
Cylol1	Cylindrocarpon olidum MPI-CAGE-CH-0241 v1.0	1	303675	NA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria olida 	34893598
Cylto1	Cylindrobasidium torrendii FP15055 v1.0	0	394432	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium torrendii	25683379
Cypeu1	Cyphellophora europaea CBS 101466	1	1220924	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea	28348446
Cysmur1	Cystostereum murrayi CysMur001 v1.0	0	467946	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cystostereaceae	Cystostereum	Cystostereum murrayi	NA
Cytch1	Cytospora chrysosperma CFL2056 v1.0	1	252740	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa sordida	NA
Cytmel1	Cytidiella melzeri FP 102339 v1.0	3	1883072	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Cytidiella	Cytidiella melzeri	33538380
Daces1	Dactylonectria estremocensis MPI-CAGE-AT-0021 v1.0	2	1079267	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria estremocensis	34893598
Dacma1	Dactylonectria macrodidyma MPI-CAGE-AT-0147 v1.0	2	307937	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria macrodidyma	34893598
Dacruf1	Dacryonaema rufum OMC1653 v1.0	1	2079950	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryonaema	Dacryonaema rufum	NA
Dacsp1	Dacryopinax primogenitus DJM 731 SSP1 v1.0	1	1858805	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax primogenitus	22745431
Dactor1	Dacrymyces fennicus OMC1656 v1.0	1	2079947	NA	NA	NA	NA	NA	NA	NA	NA
Dactort1	Dacrymyces tortus OMC1693 v1.0	3	2079947	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Cerinomycetaceae	Cerinomyces	Cerinomyces tortus	NA
Daequ1	Daedalea quercina v1.0	0	1314783	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Daedalea	Daedalea quercina	26659563
DaFL1419_1	Daldinia sp. FL1419 v1.0	1	2614575	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia sp. FL1419	34797921
Dalba1	Daldinia bambusicola CBS 122872 v1.0	1	326643	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia bambusicola	34797921
Dalcal1	Daldinia caldariorum CBS 122874 v1.0	1	326644	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia caldariorum	34797921
Daldec1	Daldinia decipiens CBS 113046 v1.0	1	326647	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia decipiens	34797921
DalEC12_1	Daldinia eschscholtzii EC12 v1.0	1	1001832	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia sp. EC12	28078400
Dales1	Daldinia eschscholtzii FL0578 v1.0	1	292717	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia eschscholtzii	34797921
Dalgra1	Daldinia grandis CBS 114736 v1.0	1	103428	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia grandis	34797921
Dalloc1	Daldinia loculata CBS 113971 v1.0	1	103429	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia loculata	34797921
DallocAZ0526_2	Daldinia loculata AZ0526 v2.0	1	103429	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia loculata	34797921
Dallocu1	Daldinia loculatoides CBS 113279 v1.0	1	1358886	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia loculatoides	NA
Dalver1	Daldinia vernicosa CBS 139.73 v1.0	1	114800	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia vernicosa	34797921
Daral1	Darksidea alpha DSE7016 v1.0	0	1571500	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha	NA
Daralp1	Darksidea alpha DSE7024 v1.0	0	1571500	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha	NA
